0.000001;0;0.000677507
0.0140873;-279.8337147;-0.539961489
0.0281735;-143.5741275;1.885584318
0.0422598;-154.732358;1.600211497
0.0563461;-135.0983657;2.532933974
0.0704323;-128.0448742;2.985805006
0.0845186;-120.2366777;3.586764331
0.0986049;-114.3921282;4.12127564
0.112691;-109.2713659;4.661200505
0.126777;-104.8951357;5.184509377
0.140864;-101.0709385;5.69564332
0.15495;-97.67823111;6.19705809
0.169036;-94.64947515;6.687231318
0.183122;-91.92633883;7.166464981
0.197209;-89.45045933;7.636964366
0.211295;-87.21111367;8.094127737
0.225381;-85.16099966;8.541528737
0.239468;-83.27284192;8.980219092
0.253554;-81.54505387;9.40592541
0.26764;-79.9477661;9.822079882
0.281726;-78.45942341;10.23074048
0.295813;-77.09111343;10.62574646
0.309899;-75.81037256;11.01354135
0.323985;-74.62977031;11.38757387
0.338071;-73.51947423;11.75509783
0.352158;-72.48085926;12.11338556
0.366244;-71.52660068;12.45611166
0.38033;-70.62614139;12.79215964
0.394416;-69.77261055;13.12276604
0.408503;-68.98228863;13.43992815
0.422589;-68.24765447;13.74519195
0.436675;-67.54008512;14.04913333
0.450762;-66.89505132;14.33525288
0.464848;-66.28522321;14.61444656
0.478934;-65.69939588;14.89082553
0.49302;-65.15970356;15.15306295
0.507107;-64.65323883;15.40629002
0.521193;-64.17317694;15.65308939
0.535279;-63.71723671;15.89390125
0.549365;-63.29494847;16.12287063
0.563452;-62.89218708;16.3469714
0.577538;-62.5188474;16.55988991
0.591624;-62.17085866;16.76332792
0.60571;-61.8276768;16.96875789
0.619797;-61.51198566;17.16215583
0.633883;-61.2224106;17.3436547
0.647969;-60.94183353;17.52348107
0.662056;-60.67955218;17.6952384
0.676142;-60.4332031;17.86007319
0.690228;-60.2029982;18.01730496
0.704314;-59.9858136;18.16875168
0.718401;-59.77284983;18.32022491
0.732487;-59.58530759;18.4562368
0.746573;-59.41112215;18.5850603
0.760659;-59.23051901;18.72117264
0.774746;-59.07093723;18.84362767
0.788832;-58.93145776;18.95268031
0.802918;-58.78835171;19.06657422
0.817004;-58.64834569;19.17996698
0.831091;-58.52968898;19.27770226
0.845177;-58.42019018;19.36949892
0.859263;-58.30779535;19.46526884
0.873349;-58.20664347;19.55288614
0.887436;-58.1149257;19.6336228
0.901522;-58.02920083;19.71029881
0.915608;-57.94376436;19.7879258
0.929695;-57.86905776;19.85682634
0.943781;-57.80606274;19.9158363
0.957867;-57.7404269;19.97825051
0.971953;-57.68260593;20.03401812
0.98604;-57.60518781;20.10988061
1.00013;-57.5828743;20.13183993
1.01421;-57.53724388;20.17805189
1.0283;-57.48661112;20.22951779
1.04238;-57.457748;20.25959264
1.05647;-57.38964506;20.33096168
1.07056;-57.3981501;20.32183643
1.08464;-57.36282316;20.36008749
1.09873;-57.30402572;20.42414782
1.11282;-57.3245516;20.40139249
1.1269;-57.29556065;20.4340327
1.14099;-57.28456066;20.44628913
1.15507;-57.2723165;20.46056538
1.16916;-57.22584335;20.51443299
1.18325;-57.25937043;20.47494994
1.19733;-57.25109929;20.48494128
1.21142;-57.20807924;20.53668864
1.22551;-57.24518558;20.49135261
1.23959;-57.24043347;20.49743108
1.25368;-57.24363066;20.49320511
1.26776;-57.2569031;20.47668853
1.28185;-57.22189842;20.52120951
1.29594;-57.26927186;20.46005983
1.31002;-57.27937022;20.44707942
1.32411;-57.25547124;20.47845797
1.3382;-57.3041387;20.4136016
1.35228;-57.31932038;20.39332943
1.36637;-57.29508218;20.42621856
1.38046;-57.36124514;20.33519554
1.39454;-57.3495069;20.35181865
1.40863;-57.41547202;20.25884365
1.42271;-57.3977716;20.28461636
1.4368;-57.40262072;20.27691455
1.45089;-57.49139067;20.1493162
1.46497;-57.46666036;20.18506658
1.47906;-57.47682921;20.17032099
1.49315;-57.55150186;20.05897499
1.50723;-57.57828142;20.01928689
1.52132;-57.60938847;19.97168513
1.5354;-57.67127097;19.87753055
1.54949;-57.60550693;19.97884306
1.56358;-57.6838482;19.85668863
1.57766;-57.77216559;19.71816523
1.59175;-57.76632596;19.72745065
1.60584;-57.79134532;19.68734603
1.61992;-57.82022471;19.64086159
1.63401;-57.89258424;19.52293842
1.64809;-58.00045444;19.34603104
1.66218;-57.92237143;19.47559266
1.67627;-58.00345941;19.33954109
1.69035;-58.09393912;19.18791
1.70444;-58.07670197;19.2167461
1.71853;-58.14432044;19.101241
1.73261;-58.2278397;18.95686265
1.7467;-58.25191877;18.91537348
1.76078;-58.2851685;18.85664101
1.77487;-58.34098387;18.75833796
1.78896;-58.38638218;18.67709773
1.80304;-58.48641225;18.49765926
1.81713;-58.46665656;18.53348437
1.83122;-58.53411554;18.41015694
1.8453;-58.62177309;18.24924211
1.85939;-58.62945556;18.23497663
1.87347;-58.72414178;18.05808211
1.88756;-58.76348112;17.98440357
1.90165;-58.81242344;17.89135496
1.91573;-58.91565875;17.69450507
1.92982;-58.87953582;17.76409418
1.94391;-59.00835553;17.5140676
1.95799;-59.08097244;17.37304678
1.97208;-59.08746745;17.35978719
